variable,species,spearman_r,qvalue
Alcohol,Actinomyces_odontolyticus,-0.0745879587096405,0.199806843298197
Alcohol,Asaccharobacter_celatus,0.0820850825028976,0.141572376597941
Alcohol,Bacteroides_galacturonicus,0.0943574952405811,0.0725660240379297
Alcohol,Bifidobacterium_bifidum,-0.0959921777874895,0.0662044937513652
Alcohol,Butyricimonas_synergistica,0.0976450160123026,0.060254459677772
Alcohol,Clostridium_bolteae_CAG_59,-0.0942527050864971,0.0730393384620876
Alcohol,Clostridium_saccharolyticum,0.0770298628489849,0.179627958209533
Alcohol,Clostridium_sp_CAG_167,0.0756515524235861,0.190903270160942
Alcohol,Clostridium_spiroforme,0.109829705267565,0.0264198086311639
Alcohol,Clostridium_symbiosum,-0.102281815299348,0.0451710762264559
Alcohol,Coprobacter_fastidiosus,0.104579797251612,0.0387364962281987
Alcohol,Enorma_massiliensis,0.0871969664578528,0.10868252935386
Alcohol,Firmicutes_bacterium_CAG_145,0.080163154638581,0.155263889834213
Alcohol,Firmicutes_bacterium_CAG_94,0.0833881049651214,0.132350322135825
Alcohol,Flavonifractor_sp_An100,0.100593600090222,0.0501473030602166
Alcohol,Haemophilus_parainfluenzae,-0.120980886052831,0.0105666085512728
Alcohol,Hungatella_hathewayi,-0.0900223454237692,0.0932812298588205
Alcohol,Lactobacillus_rogosae,0.0754032995673045,0.193167422571332
Alcohol,Lawsonibacter_asaccharolyticus,0.207072291301397,3.86204726976351e-07
Alcohol,Oscillibacter_sp_PC13,0.110409492251503,0.0252473571024097
Alcohol,Parabacteroides_distasonis,0.111779058603313,0.0225978013826285
Alcohol,Parabacteroides_goldsteinii,0.130778454884612,0.0042709158389993
Alcohol,Parabacteroides_johnsonii,0.0996235768829731,0.0533163131476872
Alcohol,Parasutterella_excrementihominis,0.0767522780410423,0.182050649858982
Alcohol,Roseburia_sp_CAG_309,0.122209903985785,0.00947759869018144
Alcohol,Ruminococcaceae_bacterium_D16,0.078041989440225,0.171832334314279
Alcohol,Ruminococcus_lactaris,0.0896773433571141,0.0950130667354977
Alcohol,Streptococcus_salivarius,-0.0792807025568214,0.161823155429726
Animal_fats,Bacteroides_fragilis,-0.0891685614093391,0.0978794511073556
Animal_fats,Bacteroides_massiliensis,0.0752928611769876,0.193960573158082
Animal_fats,Roseburia_sp_CAG_182,-0.0762222061491326,0.186102346201764
Animal_fats,Streptococcus_salivarius,-0.0912615867251812,0.08680019617101
Animal_fats,Veillonella_infantium,-0.114488994012498,0.0182728832355114
Animal_fats,Veillonella_sp_T11011_6,-0.107646337130285,0.0312075971643762
Dairy,Anaeromassilibacillus_sp_An250,0.0861481849543136,0.115143478694966
Dairy,Anaerotruncus_colihominis,-0.0901301951715898,0.092636922228309
Dairy,Bacteroides_ovatus,0.0958842066558598,0.066660640989853
Dairy,Bifidobacterium_animalis,0.199389710233721,1.0996274422529e-06
Dairy,Bifidobacterium_pseudocatenulatum,-0.0824692390636733,0.139006312499322
Dairy,Clostridium_bolteae,-0.0886354126712294,0.100848268310892
Dairy,Clostridium_disporicum,0.0833970856546881,0.132315632706799
Dairy,Firmicutes_bacterium_CAG_110,0.0761569667884293,0.186691187369194
Dairy,Fretibacterium_fastidiosum,0.0808714713329099,0.149986992761187
Dairy,Holdemania_filiformis,-0.0813111400898113,0.146859771741609
Dairy,Intestinibacter_bartlettii,0.0816932232058145,0.144229687516822
Dairy,Roseburia_sp_CAG_309,0.0777258075133156,0.174219863424841
Dairy,Streptococcus_thermophilus,0.254092808318387,2.43639254209201e-11
Egg,Bifidobacterium_adolescentis,-0.0912128164141084,0.0870682741052316
Egg,Bifidobacterium_catenulatum,-0.127164064497189,0.00603690286232211
Egg,Bifidobacterium_longum,-0.105759141315403,0.0355909674467511
Egg,Butyricimonas_synergistica,0.0814533764725754,0.145832394220478
Egg,Clostridium_bolteae_CAG_59,-0.101445916839653,0.047620502469269
Egg,Clostridium_symbiosum,-0.0766799843247477,0.182530059157568
Egg,Collinsella_stercoris,0.0782523106395259,0.170029976997622
Egg,Eubacterium_eligens,0.13364491427998,0.0032214718259088
Egg,Firmicutes_bacterium_CAG_170,0.102403437275483,0.044786606896103
Egg,Firmicutes_bacterium_CAG_95,0.108752378993957,0.028600052627578
Egg,Flavonifractor_plautii,-0.0754815455495493,0.192356755997602
Egg,Fretibacterium_fastidiosum,0.0816225932097155,0.144691465411594
Egg,Gemella_sanguinis,-0.0753453803960201,0.193492252296937
Egg,Holdemanella_biformis,0.0867636776597899,0.111233741312729
Egg,Paraprevotella_xylaniphila,0.0850858101207936,0.121387664564091
Egg,Prevotella_copri,0.0872800281600594,0.108170194008237
Fish_seafood,Bacteroides_galacturonicus,0.0774945388688898,0.175823561919884
Fish_seafood,Bacteroides_sp_CAG_144,0.0763955964434507,0.184539174363953
Fish_seafood,Bacteroides_thetaiotaomicron,-0.0766943005988379,0.182443319130575
Fish_seafood,Bifidobacterium_longum,-0.0853039914478773,0.11994319736413
Fish_seafood,Eubacterium_eligens,0.0836037612973943,0.130869515419675
Fish_seafood,Lachnospira_pectinoschiza,0.0865078404631498,0.11277708428702
Fish_seafood,Lactobacillus_rogosae,0.091849310138366,0.0839609210091656
Fish_seafood,Parasutterella_excrementihominis,0.083545663591845,0.131282339859337
Fish_seafood,Romboutsia_ilealis,0.0794547071433426,0.160607509784345
Fruits,Alistipes_shahii,0.0897079412418292,0.0948600523780037
Fruits,Anaeromassilibacillus_sp_An250,-0.0782312697401167,0.17020042720239
Fruits,Anaerotruncus_colihominis,-0.106501436185302,0.0337963973977742
Fruits,Bacteroides_nordii,0.0931006621153815,0.0781344653703813
Fruits,Bacteroides_ovatus,0.0780605537200094,0.17171811299002
Fruits,Bifidobacterium_adolescentis,0.0933479778511316,0.0771036499444959
Fruits,Bifidobacterium_animalis,0.134685924936792,0.00290413854939696
Fruits,Clostridium_sp_CAG_58,-0.104849754279555,0.0380263409030594
Fruits,Clostridium_spiroforme,-0.136690462118714,0.00237980888825727
Fruits,Coprococcus_catus,0.0958897620190999,0.0666485238001783
Fruits,Eisenbergiella_massiliensis,-0.0877882478991078,0.105429026229046
Fruits,Eubacterium_eligens,0.117420098088836,0.014304190957083
Fruits,Faecalibacterium_prausnitzii,0.0963564204562296,0.0647530070206063
Fruits,Firmicutes_bacterium_CAG_94,-0.113978520956141,0.0189976085898122
Fruits,Firmicutes_bacterium_CAG_95,0.0868478254206464,0.110772928447102
Fruits,Flavonifractor_plautii,-0.0938374611638934,0.074905747764128
Fruits,Gemella_sanguinis,-0.0936000482423773,0.0759240550177179
Fruits,Haemophilus_parainfluenzae,0.0965543121456875,0.0640309635097392
Fruits,Haemophilus_sp_HMSC71H05,0.113338539496841,0.019991368960192
Fruits,Oscillibacter_sp_57_20,0.0948481076503091,0.0706826365112625
Fruits,Pseudoflavonifractor_sp_An184,-0.126814930886242,0.00622761245311738
Fruits,Roseburia_hominis,0.0902499726623734,0.092040763528607
Fruits,Streptococcus_mitis,-0.0987531022825917,0.0564226291343115
Fruits,Veillonella_dispar,0.0855365443003892,0.118456356257993
Legumes,Adlercreutzia_equolifaciens,-0.0957052411491135,0.0673147924131842
Legumes,Agathobaculum_butyriciproducens,0.0923147492002018,0.0818930484641656
Legumes,Anaeromassilibacillus_sp_An250,-0.0882512521936455,0.102963504560278
Legumes,Asaccharobacter_celatus,-0.102090052219201,0.0457528921678811
Legumes,Bacteroides_intestinalis,-0.0889482804032706,0.0989932330523486
Legumes,Bacteroides_ovatus,0.135178280894471,0.00277161723241683
Legumes,Bifidobacterium_pseudocatenulatum,0.105151097215937,0.0371956179428801
Legumes,Butyricimonas_synergistica,-0.103755525732077,0.0409741051188411
Legumes,Butyricimonas_virosa,-0.0873492767356641,0.10778451692809
Legumes,Clostridium_saccharolyticum,-0.0941096046851308,0.0736249950960076
Legumes,Clostridium_sp_CAG_242,-0.12221841715218,0.00947500582769104
Legumes,Clostridium_sp_CAG_58,-0.114250792679846,0.018624195713225
Legumes,Clostridium_spiroforme,-0.103955158459671,0.0404708904795987
Legumes,Coprococcus_comes,-0.10339496195624,0.04201063346372
Legumes,Enterorhabdus_caecimuris,-0.0756544744188256,0.190887535518828
Legumes,Eubacterium_hallii,0.0762038031668804,0.186302746733701
Legumes,Eubacterium_sp_CAG_38,0.0905893718286202,0.0903227835643191
Legumes,Firmicutes_bacterium_CAG_94,-0.125292302692597,0.0071651779436316
Legumes,Gordonibacter_pamelaeae,-0.0902055834497364,0.092257289420762
Legumes,Haemophilus_parainfluenzae,0.102723649900792,0.0438620461931379
Legumes,Harryflintia_acetispora,-0.0998472951734258,0.0526260857343345
Legumes,Pseudoflavonifractor_capillosus,-0.0854806339121082,0.118811878407879
Legumes,Roseburia_sp_CAG_182,0.0899095607141943,0.0938442226906633
Legumes,Ruminococcus_bromii,-0.0786057398945993,0.167368372340776
Legumes,Ruminococcus_torques,-0.0933235010868019,0.0771471048888073
Legumes,Ruthenibacterium_lactatiformans,-0.0762837823448396,0.185496119879899
Margarine,Bacteroides_fragilis,0.0759733432284595,0.188358925654512
Margarine,Bacteroides_massiliensis,-0.0983598676898051,0.0578663211401586
Margarine,Butyricimonas_synergistica,-0.0758547513947823,0.18933638275165
Margarine,Clostridium_leptum,0.0891021924561663,0.0981071651698115
Margarine,Eubacterium_hallii,-0.110835200281702,0.0244398731159752
Margarine,Firmicutes_bacterium_CAG_94,0.0852052215222004,0.12060793233316
Margarine,Roseburia_intestinalis,-0.113852415348919,0.0191597174547323
Margarine,Roseburia_inulinivorans,0.0780096323307164,0.172048018837217
Margarine,Streptococcus_thermophilus,-0.0805778727146836,0.15218541352515
Margarine,Veillonella_parvula,0.0899757345184431,0.0935292609739982
Meat,Adlercreutzia_equolifaciens,0.0759165722777884,0.188753390871294
Meat,Agathobaculum_butyriciproducens,-0.0793117015461453,0.161558634449005
Meat,Alistipes_finegoldii,0.12306910948139,0.00877792514043712
Meat,Alistipes_putredinis,0.136494126946025,0.00241915784925967
Meat,Alistipes_shahii,0.0793563759748631,0.161227204435209
Meat,Anaeromassilibacillus_sp_An250,0.123496680702345,0.00843112556667213
Meat,Anaerostipes_hadrus,-0.0834000468685482,0.132295380090656
Meat,Anaerotruncus_colihominis,0.0978086989624346,0.0596543947851395
Meat,Asaccharobacter_celatus,0.0906784887974686,0.089919801701415
Meat,Bacteroides_sp_CAG_144,0.0876255946354474,0.106360055050595
Meat,Barnesiella_intestinihominis,0.11224609960031,0.0217749081254041
Meat,Bifidobacterium_pseudocatenulatum,-0.094742526927101,0.0710952858254566
Meat,Bilophila_wadsworthia,0.103174195558323,0.0425887836385361
Meat,Blautia_hydrogenotrophica,0.130270582220181,0.00447794201973368
Meat,Butyricimonas_synergistica,0.0925144252300724,0.0808919682000499
Meat,Butyricimonas_virosa,0.0872924630103431,0.108122978332552
Meat,Clostridium_innocuum,0.0800177581607585,0.156291856735315
Meat,Clostridium_lavalense,0.0911812263603041,0.0872315801742078
Meat,Clostridium_leptum,0.0770246813619284,0.179648321703836
Meat,Clostridium_saccharolyticum,0.180936466377252,1.30546453742748e-05
Meat,Clostridium_sp_CAG_242,0.0982430911264491,0.0582958976557911
Meat,Clostridium_sp_CAG_58,0.199359209998771,1.0996274422529e-06
Meat,Clostridium_spiroforme,0.100447334531372,0.0506417278682699
Meat,Coprococcus_comes,0.095437040262615,0.0683836111470496
Meat,Coprococcus_eutactus,-0.0873783851824111,0.107655794757358
Meat,Eisenbergiella_massiliensis,0.096728718564113,0.0634887505994901
Meat,Eisenbergiella_tayi,0.0870791312996496,0.109376465035019
Meat,Enterorhabdus_caecimuris,0.0787182682650208,0.166507815761061
Meat,Eubacterium_sp_CAG_38,-0.081580152491862,0.144974047697027
Meat,Firmicutes_bacterium_CAG_94,0.134504836930205,0.00296411617481715
Meat,Flavonifractor_plautii,0.0999919261094097,0.0521095740675141
Meat,Flavonifractor_sp_An100,0.0786147024948908,0.16728741737018
Meat,Gordonibacter_pamelaeae,0.0948512912624997,0.0706692391003884
Meat,Haemophilus_parainfluenzae,-0.106056981602829,0.034886727688426
Meat,Harryflintia_acetispora,0.124094418655212,0.00801015165017095
Meat,Holdemania_filiformis,0.0785658107849918,0.167713964841973
Meat,Methanobrevibacter_smithii,0.0888564776285133,0.099518185523505
Meat,Odoribacter_splanchnicus,0.120618506435676,0.0109123684639859
Meat,Oscillibacter_sp_CAG_241,0.0759333525758411,0.18862060675996
Meat,Parabacteroides_merdae,0.0888243754835775,0.0997563353874427
Meat,Proteobacteria_bacterium_CAG_139,0.109103445399859,0.0278492385242515
Meat,Ruminococcaceae_bacterium_D5,0.0819243741830144,0.142725965835637
Meat,Ruminococcus_bromii,0.111251687166054,0.023629690157801
Meat,Ruthenibacterium_lactatiformans,0.13270716059753,0.00350968550319577
Meat,Turicimonas_muris,0.116085154366766,0.0160350757726011
Misc_animal_foods,Akkermansia_muciniphila,0.0804419819433406,0.153194285011209
Misc_animal_foods,Anaeromassilibacillus_sp_An250,0.0791951976710928,0.162589596046866
Misc_animal_foods,Anaerostipes_hadrus,-0.107073193811647,0.0323811857642337
Misc_animal_foods,Bifidobacterium_animalis,-0.123910588655058,0.00813884154235611
Misc_animal_foods,Clostridium_leptum,0.0915995383329764,0.0851745913462765
Misc_animal_foods,Clostridium_sp_CAG_242,-0.110534150779495,0.0249858696123197
Misc_animal_foods,Enterorhabdus_caecimuris,-0.0962512477386424,0.0651361018599335
Misc_animal_foods,Eubacterium_eligens,-0.0866221346469924,0.111981304312641
Misc_animal_foods,Faecalibacterium_prausnitzii,-0.0857938893125613,0.116983001666213
Misc_animal_foods,Intestinibacter_bartlettii,0.0784881111463453,0.168261717850052
Misc_animal_foods,Oscillibacter_sp_57_20,-0.0800898633993709,0.155899579573368
Misc_animal_foods,Roseburia_hominis,-0.0834765389503979,0.131722184186092
Misc_animal_foods,Roseburia_intestinalis,-0.108882924442123,0.0283089375295819
Misc_animal_foods,Ruthenibacterium_lactatiformans,0.0815671514444352,0.145040486330596
Nuts,Agathobaculum_butyriciproducens,0.20679488303088,3.93890817248068e-07
Nuts,Alistipes_finegoldii,-0.107711000147634,0.0310502673126196
Nuts,Alistipes_putredinis,-0.0966425977757176,0.0637571982260629
Nuts,Anaeromassilibacillus_sp_An250,-0.164474606163262,0.000106938423232221
Nuts,Anaerostipes_hadrus,0.119756486808549,0.0117775539441031
Nuts,Anaerotruncus_colihominis,-0.141722229200949,0.00142883753659077
Nuts,Bacteroides_caccae,-0.0776180958439382,0.17499193324444
Nuts,Bifidobacterium_animalis,0.0949217672706361,0.0704339450406697
Nuts,Bifidobacterium_bifidum,-0.0983644998047497,0.0578663211401586
Nuts,Bifidobacterium_catenulatum,-0.108702164400634,0.0287353271445524
Nuts,Bilophila_wadsworthia,-0.118859575146526,0.0126977137823569
Nuts,Blautia_wexlerae,0.107388814321414,0.031737844666823
Nuts,Clostridium_bolteae,-0.133774631772403,0.00318175387688677
Nuts,Clostridium_bolteae_CAG_59,-0.0966043031073749,0.0639029860004305
Nuts,Clostridium_citroniae,-0.0773945367082918,0.176641525659342
Nuts,Clostridium_innocuum,-0.137261983684451,0.00224732984851255
Nuts,Clostridium_lavalense,-0.082181327319504,0.141013929389837
Nuts,Clostridium_leptum,-0.131046473221409,0.00415668572577374
Nuts,Clostridium_saccharolyticum,-0.117050141149066,0.0147732526119369
Nuts,Clostridium_sp_CAG_167,0.144559802887069,0.00105080448581045
Nuts,Clostridium_spiroforme,-0.112729518391943,0.0209703793788909
Nuts,Clostridium_symbiosum,-0.160136898116365,0.000178631114698639
Nuts,Coprococcus_catus,0.113852756521463,0.0191597174547323
Nuts,Dielma_fastidiosa,-0.0771974929110184,0.178012277449928
Nuts,Dorea_formicigenerans,0.0892782244247864,0.0971739609874099
Nuts,Eggerthella_lenta,-0.11050284424734,0.0250513900614264
Nuts,Eisenbergiella_massiliensis,-0.0885332843642098,0.10138273266494
Nuts,Eisenbergiella_tayi,-0.0881500975631726,0.103524586721922
Nuts,Escherichia_coli,-0.153273118954996,0.000390413917229367
Nuts,Eubacterium_eligens,0.102626845479266,0.0441254297751556
Nuts,Eubacterium_hallii,0.159940767351541,0.000183135340396125
Nuts,Eubacterium_ramulus,0.094024462829249,0.0740119844730629
Nuts,Eubacterium_sp_CAG_38,0.0969936212355565,0.0624522128256538
Nuts,Faecalibacterium_prausnitzii,0.0822695979362644,0.140353146884872
Nuts,Firmicutes_bacterium_CAG_170,0.0979176381215032,0.0593266142108137
Nuts,Firmicutes_bacterium_CAG_94,-0.14296314685516,0.00125644869077066
Nuts,Firmicutes_bacterium_CAG_95,0.128036928853606,0.00553827009218842
